Date, LiquidTemp, TempOut, TempIn
1393853190843,69.01,69.26
1393853220863,69.01,69.26
1393853250886,69.01,69.26
1393853280916,69.13,69.26
1393853310917,69.13,69.26
1393853340945,69.13,69.44
1393853370972,69.13,69.26
1393853400984,69.13,69.44
1393853430996,69.13,69.26
1393853435992,69.13,69.26
1393853440995,69.13,69.44
1393853446026,69.13,69.44
1393853451005,69.13,69.44
1393853455986,69.13,69.44
1393853460992,69.13,69.44
1393853466005,69.13,69.44
1393853471003,69.24,69.44
1393853476003,69.13,69.44
1393853481015,69.13,69.44
1393853485995,69.13,69.44
1393853491003,69.13,69.44
1393853496036,69.24,69.44
1393853501015,69.13,69.44
1393853506012,69.13,69.44
1393853511013,69.13,69.44
1393853516016,69.13,69.44
1393853521012,69.24,69.44
1393853526015,69.13,69.44
1393853531006,69.13,69.44
1393853536026,69.24,69.44
1393853541088,69.13,69.44
1393853546026,69.24,69.44
1393853551032,69.13,69.44
1393853556053,69.24,69.44
1393853561032,69.13,69.44
1393853566045,69.24,69.44
1393853571043,69.24,69.44
1393853576065,69.24,69.44
1393853581046,69.24,69.44
1393853586065,69.24,69.44
1393853591065,69.24,69.44
1393853596063,69.13,69.44
1393853601076,69.24,69.44
1393853606073,69.24,69.44
1393853611075,69.24,69.44
1393853616076,69.24,69.44
1393856389127,70.14,69.44
1393856393234,70.14,69.44
1393856398163,70.14,70.16
1393856403166,70.14,70.16
1393856408163,70.14,70.16
1393856413176,70.14,70.16
1393856418172,70.14,70.34
1393856423163,70.14,70.34
1393856428176,70.14,70.34
1393856433173,70.25,70.34
1393856438176,70.14,70.34
1393860049256,70.59,69.80
1393860053924,70.59,69.98
1393860058912,70.59,69.80
1394259025373,74.19,71.24
1394259030118,74.19,71.24
1394259035138,74.19,71.06
1394259040148,74.19,71.06
1394259045211,74.19,71.06
1394259050138,74.19,71.06
1394259055147,74.19,71.24
1394259060148,74.19,71.06
1394259065148,74.08,71.06
1394259127679,74.08,71.06
1394259132129,74.08,71.06
1394259137118,74.08,71.06
1394259142128,74.08,71.06
1394259147128,74.19,71.06
1394259152129,74.08,71.06
1394259157139,74.08,71.06
1394259234466,74.08,71.24
1394259238942,74.08,71.06
1394259243888,74.08,71.06
1394259248888,74.08,71.06
1394259253887,74.08,71.06
1394259258888,74.08,71.06
1394259263898,74.08,71.06
1394259448763,73.96,71.06
1394259453508,74.08,71.06
1394259623018,73.96,70.88
1394259628018,73.96,71.06
1394259633028,73.96,70.88
1394259638017,73.96,70.88
1394259643028,74.08,70.88
1394259648028,73.96,70.88
1394259653028,73.96,71.06
1394259658058,73.96,70.88
1394259663048,73.96,71.06
1394259668038,73.96,71.06
1394259673039,73.96,71.06
1394259678038,73.96,71.06
1394259683058,73.96,71.06
1394259713068,73.96,71.06
1394259743088,73.96,71.06
1394259773068,73.96,70.88
1394259803078,73.96,70.88
1394260011878,73.85,70.88
1394260016878,73.96,70.88
1394260021868,73.96,70.88
1394260044878,73.85,70.88
1394260049888,73.96,70.88
