Date, HumidityOut, HumidityIn
1390170282155,29.1,31.9
1390171182256,32.4,29.1
1390172082354,28.7,29.3
1390172982464,29.6,28.8
1390173882565,30,28.6
1390174782645,30.2,28.1
1390175682755,29,27.8
1390176582864,32.8,29.4
1390177482955,36.8,30.9
1390178382995,39.2,31.9
1390179283085,43.2,30.5
1390180183115,47,31.2
1390181083176,50.7,32.4
1390182883345,55.3,33.5
1390183783445,56.3,33.9
1390184683534,58.2,35.3
1390185583605,58,36.5
1390186483706,59.2,37.5
1390187383805,62.6,37.9
1390188283875,62.2,38.3
1390189183975,63.3,38.7
1390190084075,68.8,39.2
1390190984165,67.3,39.6
1390191884266,68.6,40.1
1390192784275,68.6,40.9
1390193684366,69.4,41.2
1390194584506,71.2,41.8
1390195484515,72.1,41.9
1390196384625,72.4,42.3
1390197284715,73.8,42.6
1390198184816,72,42.8
1390199084915,73,43.0
1390199985005,74,42.9
1390200885115,74.7,43.2
1390201785217,75.2,43.3
1390202685315,74.5,43.5
1390203585405,72.8,43.8
1390204485515,72.9,43.9
1390205385548,72.8,44.3
1390206285525,72.4,44.4
1390207185585,71.8,44.7
1390208085655,74.2,45.1
1390208985757,70.3,45.1
1390209885817,75.8,45.3
1390210785886,72.1,45.7
1390211685986,69.4,45.9
1390212586015,66.9,46.1
1390213486116,67.8,46.4
1390214386216,68,46.7
1390215286256,67.2,46.9
1390216186355,68.7,47.2
1390217086456,66.8,47.3
1390217986517,68,47.6
1390218886616,67.8,47.8
1390219786676,66.8,48.0
1390220686776,65.3,48.2
1390221586877,67.5,48.4
1390222486956,71,48.5
1390223387057,69.4,48.6
1390224287156,68.8,48.7
1390225187246,68.9,49.0
1390226087336,70.8,49.0
1390226987436,70.1,49.3
1390227887536,71.3,49.5
1390228787577,70.3,49.4
1390229687677,76.1,49.7
1390230587787,77.8,49.6
1390231487876,75.7,49.9
1390232387976,77.4,49.9
1390233288077,74.5,50.0
1390234188176,57.5,50.3
1390235088257,38.1,50.6
1390235988306,36.4,51.5
1390236888417,32.2,52.4
1390237788496,32.3,53.0
1390238688597,50.2,53.8
1390239588626,54.4,54.5
1390240488716,61,55.2
1390242288806,54.2,55.7
1390244088996,47.4,56.5
1390244989077,44.6,56.9
1390246789156,40.6,57.0
1390247689246,43.2,57.3
1390248589257,47.1,58.6
1390249489356,50.8,57.9
1390250389456,52,56.9
1390251289546,47,56.0
1390252189646,50.5,55.3
1390253089656,46.5,54.6
1390253989756,42.6,54.0
1390254889846,39.2,52.9
1390255789946,37,52.1
1390256690037,36.6,51.1
1390257590957,37.3,50.5
1390258490236,45,50.0
1390259390337,37.2,49.5
1390260290376,39.4,49.3
1390261190477,41.7,49.2
1390262090586,50.7,49.1
1390262990676,50.5,49.1
1390263890776,52.2,48.7
1390264790796,54.7,48.9
1390265690887,57.6,49.3
1390266590996,60.2,47.4
1390267491016,61.2,47.3
1390268391146,66.5,46.9
1390269291228,74.5,47.5
1390270191316,76.7,48.3
1390271091427,78.6,49.1
1390271991527,80.7,50.4
1390272891606,80.8,49.9
1390273791698,81.9,50.3
1390274691817,82.4,50.0
1390275591836,82.3,49.3
1390276491936,81.7,49.0
1390277392028,82.4,49.1
1390278292126,83.4,49.1
1390280092226,83.7,49.4
1390280992328,84.4,49.5
1390281892426,85.1,49.8
1390282792518,85.1,50.2
1390283692626,85.5,50.2
1390284592656,86.8,50.2
1390285492766,88.9,50.2
1390286392766,89.2,50.2
1390287292877,88.1,50.4
1390288192967,89.2,50.5
1390289093077,91.4,51.0
1390289993166,91.7,51.0
1390290893266,91.3,51.2
1390291793377,89.3,51.4
1390292693466,89.4,51.7
1390293593507,89.4,51.9
1390294493606,88,52.0
1390295393656,87.3,52.2
1390296293756,86.4,52.4
1390297193857,84.7,52.6
1390298093957,82.7,52.8
1390298994047,81.2,53.1
1390299894066,81.8,53.1
1390300794159,82,53.3
1390301694276,80.2,53.5
1390302594366,78.6,53.6
1390303494436,79.3,53.6
1390304394536,82.2,53.8
1390305294593,81.1,53.9
1390306194646,79.7,54.1
1390307094746,83.1,54.0
1390307994836,83.5,54.1
1390308894896,82.1,54.3
1390309795015,82.9,54.2
1390310695116,80.1,54.5
1390311595127,80.6,54.5
1390312495125,80.2,54.5
1390313395166,79.4,54.9
1390314295278,83.4,55.0
1390315195366,83.9,55.0
1390316095467,83.8,55.0
1390316995576,83.1,55.1
1390317895676,79.4,55.4
1390318795775,78.2,55.6
1390319695866,73.4,55.9
1390321496066,58.6,56.7
1390322396155,63.6,57.1
1390323296266,48.1,57.6
1390324196356,48,58.6
1390325096466,32.5,57.2
1390326896617,30,55.3
1390327796716,29.2,54.6
1390328696816,27.4,54.0
1390329596915,25.7,53.4
1390330497006,24.9,52.3
1390331397115,23.3,51.0
1390332297206,22.9,49.8
1390334097346,21.8,47.5
1390334997456,20.9,46.0
1390335897536,21.2,44.3
1390336797606,20.6,42.5
1390337697706,21.4,40.8
1390338597816,19.9,38.7
1390339497916,19.8,37.4
1390340398007,20.1,38.0
1390341298116,21.3,37.3
1390342198215,20.7,36.8
1390343098296,21,36.0
1390343998396,22.3,35.2
1390344898495,21.9,33.9
1390345798536,21.1,34.1
1390346698636,21.9,33.2
1390347752965,22.2,31.8
1390348652918,23.1,31.4
1390349553010,22.9,32.9
1390350453109,22.1,32.5
1390351353168,23.1,33.6
1390352253278,23.5,33.8
1390354953459,34.1,37.8
1390355853573,37.9,37.5
1390356753650,42.2,37.4
1390357653689,41.9,38.1
1390358553790,41.9,39.0
1390359453890,42.7,39.5
1390360353971,45.4,40.0
1390361254069,46.9,41.6
1390362154070,43.1,42.6
1390363054169,46,41.7
1390363954270,47.7,42.0
1390364854370,54.8,42.6
1390365754470,61.5,42.5
1390366654570,57.6,43.2
1390368454750,58.9,43.6
1390369354850,58.7,43.6
1390371155002,60.9,44.4
1390372055100,61.8,44.6
1390372955190,56.5,45.0
1390373855270,52,45.3
1390374755300,55.5,45.3
1390375655391,53.4,45.8
1390376555490,53,45.9
1390377455590,54.8,46.0
1390378355670,53.6,46.0
1390379255700,55.1,46.1
1390380155800,60.3,46.2
1390381055810,62,46.3
1390381955911,63.3,46.4
1390382856001,62.4,46.4
1390383756100,63.8,46.4
1390384656170,63.3,46.8
1390385556270,61.5,46.8
1390386456373,62.9,47.1
1390387356430,63.9,47.4
1390388256450,65.6,47.6
1390389156560,64.2,47.6
1390390056660,64.5,47.9
1390390956726,59.7,48.0
1390391856822,61.4,48.3
1390392756880,64.8,48.5
1390393656980,65.3,48.6
1390394557091,66.9,48.6
1390395457170,65.2,48.8
1390396357272,64.2,48.8
1390397257320,65.5,49.1
1390398157400,69,49.2
1390399057400,69.8,49.1
1390399957490,69.5,49.4
1390400857612,71.3,49.4
1390401757730,70.3,49.5
1390402657780,71.5,49.5
1390403557810,69.3,49.8
1390404457911,69.2,50.2
1390406258111,72.1,50.4
1390407158171,38.8,50.7
1390408058230,32.6,51.5
1390408958340,29.2,52.4
1390409858378,29,52.9
1390410758471,25.8,53.8
1390411658570,43.3,54.4
1390412558582,42,55.3
1390413458681,38.3,55.8
1390414358700,44.4,55.8
1390415258791,48,29.0
1390416158890,47.6,24.9
1390417058900,45.1,25.8
1390417958990,40.4,27.5
1390418859101,44.6,33.5
1390419759180,47.2,36.8
1390420659231,48.1,38.7
1390421559311,49.2,37.5
1390422459411,45.3,36.7
1390423359510,44.5,37.6
1390424259610,37.8,38.4
1390425159711,37.4,39.1
1390426059812,36.5,39.6
1390426959911,43.8,39.9
1390427860000,43.5,40.6
1390428760102,35.9,41.0
1390429660190,42.2,40.9
1390430560292,50.4,41.3
1390431460391,51.1,41.5
1390432360492,52.4,41.9
1390433260592,55.5,42.2
1390434160661,56.9,42.2
1390435060751,60.2,41.9
1390435960861,65.1,42.3
1390436860961,74.1,43.1
1390437761051,76.9,43.3
1390438661161,77,43.5
1390439561171,80,43.5
1390440461261,85.8,43.6
1390441361371,83.7,43.3
1390442095145,86.3,43.3
1390442995133,86.8,42.7
1390443895239,87.6,42.4
1390444795309,84.7,43.0
1390445695408,90,42.8
1390446595408,87.2,43.5
1390447495509,88.2,43.5
1390448395619,87.1,43.9
1390449295670,88,43.3
1390450195808,87.4,43.9
1390451095820,88.3,44.2
1390452895990,91.5,45.6
1390453796089,96.2,46.4
1390454696170,99.4,47.3
1390455596270,99.9,47.9
1390456496371,99.9,48.9
1390458296540,99.9,50.1
1390459196650,99.9,50.4
1390460996830,99.9,50.7
1390461896940,99.9,50.9
1390462797040,99.9,51.8
1390463697139,99.9,51.4
1390465497302,99.9,52.2
1390466397380,99.9,52.7
1390467297511,99.9,53.2
1390468197590,99.9,53.6
1390469097611,99.9,54.0
1390469997700,99.9,54.2
1390470897810,99.9,54.5
1390471797910,99.9,54.9
1390472697930,99.9,54.9
1390473598031,99.9,54.5
1390474498100,99.9,54.0
1390475398170,99.9,53.1
1390476298210,99.9,52.6
1390477198321,99.9,52.1
1390478098380,99.9,51.6
1390478998480,99.9,51.1
1390480798641,99.9,50.5
1390481698740,99.9,50.5
1390482598840,99.9,51.1
1390483498900,99.9,51.2
1390485299100,99.9,51.9
1390486199210,99.9,52.1
1390487099280,99.9,52.2
1390487999390,99.9,52.4
1390488899460,99.9,52.4
1390489799560,99.9,52.2
1390490699660,99.9,52.3
1390491599730,99.9,52.5
1390492499832,99.9,52.7
1390493399931,99.9,52.0
1390494300000,74.4,51.8
1390495200101,77,53.0
1390496100210,69.1,54.3
1390497000301,32.2,52.4
1390497900292,34.1,49.8
1390498800311,32.5,48.3
1390499700411,30.3,48.0
1390500600512,29.2,46.8
1390501500611,28.9,45.7
1390502400720,28.2,45.0
1390503300820,27.9,44.1
1390504200918,28.2,42.7
1390506001101,27.6,40.5
1390506901171,27.7,39.1
1390507801271,27.1,38.0
1390508701370,26.6,36.8
1390509602462,26.3,35.5
1390510501491,25.5,35.5
1390511401590,25.6,35.7
1390512301691,29.8,36.7
1390513201753,28.2,36.7
1390515001910,44.1,38.3
1390515901981,54.6,39.1
1390517702120,60.2,40.9
1390518602210,62.5,41.5
1390519502301,63,42.0
1390520402411,65.1,42.5
1390521302510,68.6,43.1
1390522202620,70.3,43.4
1390523102711,73,43.8
1390524002811,75.5,44.7
1390524902901,76.4,45.3
1390525802912,79.4,46.0
1390526703001,83.1,46.3
1390527603112,84.5,46.3
1390528503181,88.5,46.3
1390529403190,86.2,46.0
1390530303291,87.5,45.4
1390531203381,87.8,45.0
1390532103471,88.7,44.6
1390533003552,87.9,44.7
1390533903651,90.3,44.1
1390534803701,91.1,43.6
1390535703791,92,43.6
1390536603831,92.8,44.4
1390537503923,94.4,43.8
1390538404021,94,44.9
1390539304073,95.4,45.4
1390540204171,96.1,45.7
1390541104191,97,45.8
1390542004302,97.1,45.9
1390542904391,97.6,46.4
1390543804471,98.4,46.3
1390544704599,98.8,46.7
1390545604641,99.3,46.8
1390546504752,99.8,47.2
1390547404841,99.9,47.4
1390548304932,99.9,47.6
1390549205032,99.9,48.4
1390550105133,99.9,49.0
1390551005171,99.9,49.7
1390551905201,99.9,50.0
1390552805302,99.9,50.4
1390553705401,99.9,51.0
1390554605481,99.9,51.4
1390556405691,99.9,51.8
1390557305701,99.9,52.0
1390558205801,99.9,51.9
1390559105812,99.9,52.0
1390560005912,99.9,52.1
1390560906012,99.9,52.1
1390561806092,99.9,52.3
1390562706172,99.9,52.7
1390563606192,99.9,53.0
1390564506292,99.9,53.1
1390565406332,99.9,53.2
1390566306393,99.9,53.6
1390567206492,99.9,53.8
1390568106592,99.9,53.8
1390569006692,99.9,53.9
1390569906792,99.9,54.1
1390570806893,99.9,54.0
1390571706992,99.9,54.2
1390572607073,99.9,54.5
1390573507272,99.9,54.7
1390574407192,99.9,54.8
1390576207392,99.9,55.4
1390577107492,99.9,55.6
1390578007582,99.9,55.8
1390578907633,99.9,56.2
1390579807622,99.9,56.8
1390580707732,99.9,57.1
1390581607863,99.9,58.0
1390582507922,99.9,58.8
1390583407982,99.9,60.1
1390584308082,99.9,61.3
1390585208173,99.9,63.1
1390586108273,91.7,63.6
1390587008372,78.8,64.6
1390587908472,74,65.2
1390588808572,72.3,65.7
1390589708672,70.7,66.2
1390590608752,69.7,66.0
1390591508863,67.7,66.0
1390592408922,64,65.6
1390593309042,63.5,64.9
1390594209133,63.4,64.9
1390595109171,61,64.1
1390596009272,58.1,63.6
1390596909372,58.2,63.4
1390597809432,58.2,62.9
1390598709493,53.5,62.2
1390599609563,51.7,61.6
1390600509672,48.7,60.7
1390601409772,43.8,59.2
1390602309832,42.5,57.8
1390603209933,38.1,54.1
1390604110043,38.7,52.7
1390605010072,36.3,51.1
1390606810192,37.3,48.4
1390608610393,38,42.3
1390609510413,39.5,37.9
1390610410513,41.3,38.0
1390611310612,42.6,37.7
1390612210622,43.1,38.3
1390613110702,43,39.4
1390614010792,45.3,41.3
1390614910892,48.5,42.3
1390616711012,50.8,43.8
1390617611092,52.5,43.6
1390618511195,56.2,43.6
1390619411212,61.8,44.3
1390620311314,66.1,44.7
1390621211403,68.4,45.1
1390622111453,70.1,45.7
1390623011562,73,46.2
1390623911653,71.7,46.8
1390624811753,76.5,47.6
1390625711852,77.8,47.7
1390626611953,76.5,47.7
1390627512052,78.4,49.1
1390628412152,78.9,49.0
1390629312162,82.6,49.4
1390631112202,83.2,49.9
1390632012313,83.4,50.3
1390632912323,84.5,50.4
1390633812422,84.8,50.4
1390634712432,87.2,50.7
1390635612543,88.1,50.8
1390636512573,88.7,50.9
1390637412666,88.1,51.1
1390638312754,91,51.3
1390639212852,89.5,51.4
1390640112954,90.9,51.6
1390641013042,90.9,52.0
1390641913113,89.4,52.2
1390642813194,88.6,52.5
1390643713293,80.8,52.8
1390644613313,85.7,53.3
1390645513414,83.4,53.7
1390646413512,77.3,53.6
1390647313593,68.4,54.0
1390648213692,65.6,54.1
1390649113793,64.1,54.2
1390650013872,63.9,54.3
1390650913974,59,54.6
1390651814073,58.1,55.1
1390652714172,65,55.1
1390653614163,65.8,55.2
1390654514263,56.5,55.1
1390655414445,57,55.1
1390657214492,55,54.7
1390658114592,45.6,54.6
1390659014703,56,54.7
1390660814852,61.6,55.0
1390661714944,62.7,55.3
1390663515134,68.1,55.5
1390664415233,69.3,55.9
1390665315333,69,56.1
1390666215432,63,56.0
1390667115442,37.3,56.2
1390668015542,34.7,56.5
1390668915633,31.5,56.9
1390669815672,31.7,56.9
1390670715742,55,57.8
1390671615842,63.8,58.5
1390672515893,68,58.6
1390674316103,74.2,58.4
1390675216192,72.6,58.5
1390677016393,63.1,58.8
1390677916412,60,59.7
1390680616672,47.9,60.5
1390681516762,44.5,59.3
1390682416862,41.4,58.7
1390683316932,41.2,57.9
1390684217042,38,39.5
1390685117143,37.5,33.8
1390686017300,31.2,32.8
1390686917334,31.3,31.9
1390687817432,30.8,31.3
1390688717542,31.2,30.9
1390689617642,35,33.6
1390690517683,38.9,34.4
1390691417762,38.6,34.7
1390693217989,38.4,34.5
1390694118074,40.6,35.3
1390695018172,44.1,36.4
1390695918162,44.9,36.7
1390697718392,49,39.5
1390698618382,49.9,42.6
1390699518490,55.2,51.3
1390700418563,66.7,50.3
1390701318652,66.4,52.7
1390702218763,69.7,47.9
1390703118863,73.8,45.9
1390704018943,72.9,45.6
1390704919043,77.2,45.6
1390705819143,79.3,46.4
1390706719173,76.5,47.0
1390707619182,77.7,46.5
1390708519263,79.2,46.5
1390709419363,81.1,47.0
1390710319414,80.4,48.0
1390711219482,79.6,47.8
1390712119543,81.2,47.9
1390713019643,78.4,48.0
1390713919684,78.1,48.0
1390714819733,79.4,48.3
1390715719833,79.5,48.5
1390716619946,81,48.7
1390717520033,78.7,49.0
1390719320173,78.8,49.4
1390720220273,79.1,49.3
1390721120303,78.8,49.3
1390722020363,80.8,49.5
1390722920463,79.3,49.8
1390723820563,78.1,50.0
1390724720679,78.4,50.0
1390725620733,80,50.1
1390727420923,76.2,50.6
1390729221124,77.5,50.8
1390730121203,75,51.2
1390731021294,72.8,51.4
1390731921393,74.6,51.7
1390732821443,75.5,51.9
1390733721543,73.6,52.2
1390734621603,74.1,52.3
1390735521684,75.4,52.6
1390736421793,74.7,52.8
1390737321833,72.4,53.1
1390738221943,73,53.2
1390739122043,69.4,53.6
1390740022133,73.1,53.7
1390740922174,71.5,53.9
1390741822263,68.2,54.1
1390742722364,64.6,54.7
1390743622484,70.1,54.8
1390744522553,70.6,55.0
1390745422696,68.7,55.1
1390746322753,70.3,55.1
1390747222843,68.8,55.4
1390748122945,65.1,55.7
1390749023043,67.6,55.8
1390751723253,69.6,56.3
1390752623344,66.9,56.2
1390754423493,65.5,56.6
1390755323594,65.5,56.8
1390756223664,64.5,52.4
1390758023823,59.9,54.2
1390758923933,59.7,51.2
1390759824033,50.8,46.1
1390760724133,44.2,44.8
1390761624173,43.4,28.9
1390762524264,39.5,25.1
1390763424353,39.2,29.5
1390764324403,40.6,30.5
1390765224494,38.3,32.9
1390766124594,39.9,30.8
1390767024684,31.5,35.8
1390767924753,41.9,38.8
1390768824804,46.4,36.3
1390769724913,38.4,32.7
1390770624924,40.1,34.5
1390771525023,40.8,36.5
1390772425123,43,34.3
1390774225173,46.8,40.4
1390776025335,58.4,48.5
1390776925343,59.2,52.1
1390777825414,64.4,54.6
1390779625544,67.3,59.6
1390780525624,76.8,62.0
1390781425674,85,61.8
1390782325774,89,65.2
1390783225864,90.2,65.3
1390784125913,91.9,65.6
1390785926114,89.5,66.4
1390786826193,90.6,64.9
1390787726294,91.4,72.3
1390788626403,96.6,70.8
1390789526494,97.7,77.7
1390790426564,99.5,76.5
1390791326653,99.9,68.5
1390792226743,99.9,65.9
1390793126834,99.9,64.8
1390794926945,99.9,63.0
1390795827044,99.9,62.7
1390797627174,99.9,62.4
1390799427315,99.9,62.3
1390800327394,99.9,62.2
1390801227514,99.9,62.2
1390802127605,99.9,62.1
1390803027604,99.9,61.8
1390803927704,99.9,61.9
1390804827814,99.9,61.8
1390805727914,99.9,61.8
1390806628005,99.9,61.9
1390807528104,99.9,62.1
1390808428194,99.9,62.2
1390809328304,99.9,62.1
1390810228395,99.9,62.2
1390812028535,99.9,62.0
1390814728755,99.9,62.0
1390815628844,99.9,61.9
1390816529004,99.9,61.9
1390817429044,99.9,61.6
1390818329135,99.9,61.7
1390820129224,99.9,61.3
1390821029325,99.9,61.3
1390821929424,99.9,61.1
1390822829444,99.9,61.0
1390823729524,99.9,61.0
1390825529634,99.9,61.2
1390826429735,99.9,61.2
1390829129965,99.9,62.1
1390830030064,99.9,62.3
1390832730335,99.9,62.7
1390834530456,99.9,63.0
1390835430535,99.9,63.0
1390837230756,99.9,63.1
1390839030915,99.9,63.5
1390840831044,99.9,63.7
1390841731115,99.9,63.9
1390842631204,99.9,63.8
1390843531284,99.9,64.1
1390844431394,96,64.3
1390845331494,92.2,64.3
1390846231604,85.5,64.9
1390847131676,77.9,64.4
1390848031765,74.5,64.6
1390848931874,68.7,61.6
1390849831905,69.9,63.1
1390851632095,72.5,60.0
1390852532184,66.6,58.2
1390853432285,69.4,58.4
1390856132496,57.3,50.5
1390857932705,60.6,53.1
1390858832814,62,55.2
1390859732884,72,54.7
1390860632905,71.6,55.4
1390861532974,72.8,55.3
1390862433074,73.2,55.3
1390863333175,71.4,55.9
1390864233275,72.8,56.9
1390865133316,77.2,58.4
1390866933484,79.4,61.1
1390867833564,79.5,62.2
1390868733646,79.9,62.7
1390869633664,80.3,63.8
1390871433854,85.4,66.6
1390872333844,87.3,67.7
1390873233876,89.9,68.6
1390874133946,90.6,69.4
1390876834115,92.4,63.9
1390877734174,93.2,63.6
1390879534375,91.9,63.5
1390880434424,92,63.0
1390881334526,91.6,62.9
1390883134595,92.1,62.9
1390884934696,93.8,62.8
1390886734896,94.4,63.0
1390887634995,94.6,62.9
1390888535094,94.5,62.6
1390889435176,94.4,62.7
1390891235284,96.5,62.8
1390892135324,98.2,62.9
1390894835554,99,63.1
1390895735654,99,63.1
1390896635755,99.7,63.1
1390898435955,99.7,63.2
1390899336054,99.5,63.2
1390901136174,99.9,63.1
1390902036175,99.9,63.1
1390902936184,99.8,63.5
1390903836286,99.9,63.4
1390904736384,98.6,63.7
1390907436474,99.1,63.8
1390908336575,99.9,63.9
1390909236634,99.9,64.0
1390910136694,99.9,64.0
1390911036795,99.9,64.0
1390913736944,99.9,64.2
1390914637055,99.9,64.2
1390915537145,99.9,64.4
1390917337244,99.9,64.7
1390918237345,99.9,64.7
1390919137455,99.9,64.9
1390920037554,99.9,64.8
1390921837754,99.9,65.2
1390922737854,99.6,65.2
1390924538034,97.8,65.4
1390925438064,96.4,65.6
1390928138305,85.7,65.5
1390929038315,85.2,65.6
1390929938336,90.8,65.6
1390931738575,81.9,65.8
1390932638634,75.6,65.0
1390933538724,72.3,65.0
1390934438825,68.2,55.7
1390935338905,63.4,53.7
1390936239001,59.5,55.2
1390937139095,58.4,59.7
1390938039176,65.7,61.0
1390939839375,67.1,60.5
1390940739446,68,61.8
1390943439695,71.1,61.7
1390944339785,73.3,61.7
1390945239896,74.5,63.9
1390946139986,75.5,66.2
1390948840276,78.8,68.3
1390949740384,78.8,67.3
1390951540566,81.9,70.4
1390952440666,85.3,75.7
1390953340765,84.8,74.9
1390955140964,84.3,75.3
1390956041055,85.4,75.7
1390958741275,88,73.2
1390959641375,89.4,72.5
1390960541465,90.4,73.3
1390961441555,91.5,74.1
1390965041785,95.9,71.1
1390968642176,99.5,70.7
1390969542175,99.9,70.5
1390970442276,99.9,70.4
1390971342385,99.9,70.2
1390972242406,99.9,70.0
1390974942566,99.9,69.8
1390975842635,99.9,69.5
1390977642847,99.9,69.0
1390978542956,99.9,69.1
1390980343166,99.9,69.7
1390982143306,99.9,69.7
1390984843523,99.9,69.6
1390987543755,99.9,69.3
1390988443845,99.9,69.1
1390989343896,99.9,69.1
1390990243956,99.9,69.1
1390992044076,99.9,69.1
1390995644325,99.9,69.3
1390997444446,99.9,69.3
1390998344535,99.9,69.3
1390999244646,99.9,69.4
1391000144725,99.9,69.3
1391001044825,99.9,69.3
1391002844956,99.9,69.4
1391004645056,99.9,69.6
1391005545075,99.9,69.7
1391006445175,99.9,69.6
1391008245176,99.9,69.5
1391009145176,99.9,69.7
1391010045236,99.9,69.7
1391010945306,99.9,69.7
1391011845365,99.9,69.7
1391012745375,99.9,69.8
1391013645426,99.9,69.7
1391014545515,99.9,69.8
1391016345676,99.9,69.9
1391017245765,99.9,71.0
1391018145876,99.9,77.6
1391019946076,97.5,76.6
1391020846096,93.5,75.7
1391021746207,91.9,75.0
1391022646321,95.6,74.3
1391023546316,99.1,73.9
1391025346506,97.2,79.2
1391026246575,99.9,79.3
1391027146686,99.9,79.5
1391028046687,99.9,80.4
1391028946747,99.9,78.8
1391029846816,97.4,76.8
1391030746918,85.1,76.2
1391032547056,85.4,78.2
1391035247317,82.4,76.0
1391036147416,87.3,77.0
1391037047516,93.1,77.2
1391037947615,95.5,77.2
1391039747736,96.7,73.3
1391040647846,94.9,72.2
1391041547946,99.2,71.8
1391042448045,99.9,71.8
1391044248147,99.9,71.7
1391045148196,99.9,71.9
1391046948408,99.9,72.9
1391047848529,99.9,72.3
1391048748597,99.9,72.3
1391049648647,99.9,72.3
1391050548728,99.9,72.2
1391051448817,99.9,72.2
1391052348859,99.9,71.7
1391053248973,99.9,71.2
1391055049097,99.9,71.2
1391055949176,99.9,71.2
1391056849257,99.9,71.2
1391057749360,99.9,71.2
1391059549557,99.9,71.1
1391061349686,99.9,71.1
1391062249717,99.9,71.1
1391064049887,99.9,71.2
1391064949887,99.9,71.1
1391065849968,99.9,71.1
1391066750077,99.9,71.2
1391068550188,99.9,71.2
1391069450287,99.9,71.3
1391070350388,99.9,71.2
1391071250487,99.9,71.0
1391072150587,99.9,71.1
1391073050687,99.9,71.2
1391073950787,99.9,71.0
1391075750947,99.9,71.1
1391076651047,99.9,71.1
1391077551077,99.9,71.0
1391080251297,99.9,70.8
1391081151346,99.9,70.9
1391082051447,99.9,71.0
1391085651736,99.9,71.2
1391086551837,99.9,71.1
1391088351987,99.9,71.0
1391089252118,99.9,71.1
1391090152188,99.9,71.1
1391091052196,99.9,71.0
1391091952314,99.9,71.0
1391092852387,99.9,71.2
1391093752440,99.9,71.1
1391094652446,99.9,71.2
1391095552537,99.9,71.1
1391096452667,99.9,71.0
1391100052857,90.2,71.4
1391100952946,93.7,71.3
1391103653167,86.1,71.4
1391104553207,82.6,71.5
1391105453308,82.5,71.5
1391106353416,82.3,71.4
1391107253497,78.5,71.4
1391108153603,81,71.0
1391109953728,82,70.4
1391110853819,79.5,70.3
1391111753927,80.9,70.1
1391113554117,76.2,69.9
1391114454209,75,69.4
1391115354309,73.8,69.4
1391116254377,75.9,68.8
1391117154477,76,68.6
1391118954688,71.1,68.3
1391119854777,73.8,68.0
1391120754867,73.5,67.9
1391121654967,73.5,67.9
1391122555068,74.8,67.8
1391123455177,72.9,67.7
1391125255198,76.3,67.8
1391126155247,75.1,67.6
1391127055337,75.9,67.9
1391127955438,76.5,67.8
1391128855527,77.7,67.7
1391129755637,78.7,68.1
1391131555798,81.1,67.7
1391133355898,85,67.4
1391135156007,87.8,67.1
1391136056048,87.5,67.3
1391138756289,86.9,67.5
1391139656308,87.5,67.9
1391140556409,86.6,67.8
1391142356608,86.7,68.1
1391143256717,87.2,68.2
1391144156804,86,68.4
1391144603544,87.2,68.4
1391144663341,87.5,68.4
1391144723388,87.2,68.3
1391144783449,87.5,68.3
1391144843508,87.2,68.3
1391144963599,86.6,68.4
1391145023649,86.8,68.5
1391145083648,86.7,68.4
1391145143680,86.8,68.4
1391145203720,86.7,68.3
1391145263769,87.1,68.3
1391145323849,87.5,68.3
1391145383890,87.8,68.4
1391145443892,88,68.4
1391146343980,87.7,68.7
1391147244090,87,68.7
1391148144170,87.1,68.8
1391149044271,90.7,68.9
1391149944371,91.1,69.0
1391150844470,91.9,68.9
1391152644681,93.9,68.9
1391153544770,95.3,69.0
1391154444840,94.2,69.1
1391155344890,94.2,69.1
1391156244891,94.7,69.1
1391157145004,96.1,69.1
1391158945190,99.9,69.1
1391159845281,99.9,69.4
1391160745321,99.9,69.4
1391161645411,99.9,69.3
1391162545510,99.9,69.4
1391163445610,99.9,69.5
1391164345700,99.9,69.4
1391165245811,99.9,69.5
1391166145830,99.9,69.6
1391167045870,98.1,69.8
1391167945931,98,69.7
1391168845981,99.9,69.8
1391169746070,99.9,69.8
1391170646170,99.9,69.7
1391171546202,99.9,69.7
1391173346350,99.9,69.8
1391174246381,99.9,69.6
1391175146400,99.9,69.8
1391176046516,99.9,69.6
1391176946602,99.9,69.3
1391177846650,99.9,69.3
1391178746670,99.9,69.3
1391179646721,99.9,69.3
1391180546821,99.9,69.3
1391181446870,99.9,68.7
1391182346940,99.9,68.5
1391183247040,99.9,68.5
1391184147141,90.6,68.6
1391185047171,76.5,68.9
1391185947222,62.1,69.3
1391186847290,63.1,69.5
1391187747393,92.3,69.7
1391188647490,81.3,69.8
1391189547551,86.3,70.0
1391190447660,81.1,70.2
1391191347671,79.6,70.2
1391192247781,79,70.2
1391193147870,72.9,70.1
1391194047890,73.2,69.9
1391194948008,65,69.3
1391195848091,67.2,69.4
1391196748180,61.4,69.3
1391197648201,64,69.2
1391198548281,61.7,68.6
1391199448391,62.1,68.2
1391201248490,60.4,67.4
1391202148591,59.4,50.6
1391203048672,58.3,51.6
1391203948761,59.2,53.0
1391205748890,54.6,55.4
1391206648991,57.7,55.7
1391207549091,58.2,56.5
1391208449171,59.5,56.5
1391209349191,60.8,56.8
1391210249291,66.2,56.9
1391211149362,67.3,57.3
1391212049451,68.8,57.5
1391212949551,69.4,57.5
1391213849590,70.3,57.8
1391214749692,73.4,58.0
