1392972513090,64.51
1392972513239,64.51
1392972513295,64.51
1392972513530,64.51
1392972513715,64.51
1392972513737,64.51
1392972513791,64.51
1392972513838,64.51
1392972514019,64.51
1392972514044,64.51
1392972514085,64.51
1392972514225,64.51
1392972514286,64.51
1392972514324,64.51
1392972514855,64.63
1392972515127,64.63
1392972515302,64.51
1392972515335,64.51
1392972515620,64.51
1392972516318,64.51
1392972516996,64.63
1392972517072,64.63
1392972517643,64.51
1392972517885,64.63
1392972518238,64.51
1392972518639,64.51
1392972518986,64.51
1392972519249,64.63
1392972519721,64.63
1392972520661,64.63
1392972520857,64.63
1392972520925,64.63
1392972521107,64.63
1392972521142,64.63
1392972521601,64.63
1392972522137,64.63
1392972522195,64.63
1392972522655,64.63
1392972523197,64.63
1392972523382,64.63
1392972523940,64.63
1392972524005,64.63
1392972524569,64.63
1392972524803,64.63
1392972525024,64.63
1392972525668,64.63
1392972525871,64.63
1392972526142,64.63
1392972526687,64.63
1392972526733,64.63
1392972526845,31.89
1392972527206,64.63
1392972527277,64.63
1392972528139,64.63
1392972528596,64.63
1392972528621,64.63
1392972528870,64.63
1392972529122,64.63
1392972529239,64.63
1392972529375,64.63
1392972530422,64.63
1392972530976,64.63
1392972531153,64.63
1392972531432,64.63
1392972531579,64.63
1392972531687,64.63
1392972532184,64.63
1392972533728,64.63
1392972533950,64.63
1392972534024,64.63
1392972534275,64.63
1392972534518,64.63
1392972534894,64.63
1392972535475,64.63
1392972536502,64.63
1392972537185,64.63
1392972537255,64.63
1392972537489,64.63
1392972537615,64.63
1392972538665,64.63
1392972538977,64.63
1392972539190,64.63
1392972539387,64.63
1392972539605,64.63
1392972540057,64.63
1392972540700,64.63
1392972540983,64.63
1392972541970,64.63
1392972542106,64.63
1392972542247,64.63
1392972542869,64.63
1392972542947,64.63
1392972543211,64.63
1392972543289,64.63
1392972544408,31.89
1392972544877,64.63
1392972545090,64.63
1392972545175,64.63
1392972545381,64.63
1392972545474,64.63
1392972546136,64.63
1392972546623,64.63
1392972547508,64.74
1392972547844,64.74
1392972547881,64.74
1392972548015,64.74
1392972548319,64.63
1392972548750,64.74
1392972549412,64.74
1392972549707,64.63
1392972549835,64.63
1392972550150,64.63
1392972550853,64.63
1392972551564,64.63
1392972551749,64.63
1392972551885,64.63
1392972551969,64.63
1392972552055,64.63
1392972552227,64.74
1392972552518,64.63
1392972553366,64.63
1392972554276,31.89
1392972554355,31.89
1392972554481,64.74
1392972554706,64.63
1392972554778,64.63
1392972555024,64.63
1392972555644,64.74
1392972556213,64.74
1392972556490,64.74
1392972556608,64.74
1392972557035,64.74
1392972557396,64.74
1392972558799,64.74
1392972558966,64.74
1392972559202,64.74
1392972559235,64.74
1392972559276,64.74
1392972559581,64.74
1392972559792,64.63
1392972560444,64.63
1392972561583,64.74
1392972561729,64.74
1392972561880,64.74
1392972561981,64.74
1392972562067,64.74
1392972562709,64.74
1392972562828,64.74
1392972563086,64.74
1392972564429,64.74
1392972564453,64.74
1392972564495,64.74
1392972564738,64.74
1392972565199,64.74
1392972565375,64.74
1392972565457,64.74
1392972566059,64.74
1392972567192,64.74
1392972567259,64.74
1392972567495,64.74
1392972567576,64.74
1392972568049,64.74
1392972568373,64.74
1392972568574,64.74
1392972568926,64.74
1392972569580,64.74
1392972569865,64.74
1392972570591,64.74
1392972570998,64.74
1392972571040,64.74
1392972571206,64.74
1392972571277,64.74
1392972571633,64.74
1392972572195,64.74
1392972573028,64.74
1392972574223,31.89
1392972574306,64.74
1392972574542,64.74
1392972574568,64.74
1392972574660,64.74
1392972575312,64.74
1392972575789,64.74
1392972576251,64.74
1392972576664,64.74
1392972577133,64.74
1392972577339,64.74
1392972577997,64.74
1392972578826,64.74
1392972579103,64.74
1392972579148,64.74
1392972579454,64.74
1392972579695,64.74
1392972580098,64.74
1392972581334,64.74
1392972581943,64.74
1392972582017,64.74
1392972582079,64.74
1392972582379,64.74
1392972582512,31.89
1392972583081,64.74
1392972584538,64.74
1392972584704,64.74
1392972584868,64.74
1392972584896,64.74
1392972584996,64.74
1392972585323,64.74
1392972585662,64.74
1392972586686,64.74
1392972587087,64.74
1392972587291,64.74
1392972587379,64.74
1392972587594,64.74
1392972587926,64.74
1392972588696,64.74
1392972589335,64.74
1392972589577,64.74
1392972589705,64.74
1392972589815,64.74
1392972589929,64.74
1392972590385,64.74
1392972591992,64.74
1392972592158,64.74
1392972592689,64.74
1392972592790,64.74
1392972592929,64.74
1392972593215,64.74
1392972593322,31.77
1392972593882,64.74
1392972594568,64.74
1392972594840,64.74
1392972594863,64.74
1392972595430,64.74
1392972595626,64.74
1392972595948,64.74
1392972596394,64.74
1392972596552,64.74
1392972597557,64.74
1392972598204,64.74
1392972598399,64.74
1392972598519,64.74
1392972599111,64.74
1392972599799,64.74
1392972600573,64.74
1392972600808,64.74
1392972601747,64.74
1392972602235,64.74
1392972602416,64.74
1392972602547,64.74
1392972602872,64.74
1392972603211,64.74
1392972603952,64.74
1392972604283,64.74
1392972604804,64.74
1392972604870,64.74
1392972605157,64.74
1392972605180,64.74
1392972605272,64.74
1392972605314,64.74
1392972605498,64.74
1392972606093,64.74
1392972606233,64.74
1392972607491,64.74
1392972607825,64.74
1392972607967,64.74
1392972608657,64.74
1392972608726,64.74
1392972608914,64.74
1392972608971,64.74
1392972609657,64.74
1392972610090,64.74
1392972611904,64.74
1392972612064,64.74
1392972612263,64.74
1392972612393,64.74
1392972612430,64.74
1392972612479,64.74
1392972612759,64.74
1392972613887,64.74
1392972614350,64.74
1392972614421,64.74
1392972614575,64.74
1392972614777,64.74
1392972615155,64.74
1392972615525,64.74
1392972616149,64.74
1392972617507,64.74
1392972617591,64.74
1392972617768,64.74
1392972618030,64.74
1392972618321,64.74
1392972618529,64.74
1392972618815,64.74
1392972619566,64.74
1392972619730,64.74
1392972620343,64.74
1392972620386,64.74
1392972620435,64.74
1392972620539,64.74
1392972620807,64.74
1392972621182,64.74
1392972621331,64.74
1392972622916,64.74
1392972623707,64.85
1392972623744,64.74
1392972623984,64.74
1392972624138,64.85
1392972624895,64.74
1392972625376,64.74
1392972626553,64.74
1392972626626,64.74
1392972626778,64.74
1392972627359,64.74
1392972627967,64.74
1392972628451,64.74
1392972628957,64.74
1392972629059,64.74
1392972629506,64.74
1392972629556,64.74
