1393842196149,64.04,83.7
1393842350837,65.84,84.3
1393842738518,65.84,84.4
1393842743160,65.84,84.7
1393842748151,66.20,84.8
1393842753148,66.20,84.8
1393842758179,66.20,84.8
1393843032372,66.20,84.8
1393843036625,66.20,84.9
1393843041488,66.20,84.9
1393843046491,66.20,84.9
1393843051519,66.20,84.9
1393843056562,66.20,84.9
1393843061564,66.20,84.9
1393843066502,66.20,84.9
1393843071512,66.20,84.9
1393843076592,66.20,84.9
1393843087295,66.20,84.9
1393843091931,66.20,84.8
1393843096938,66.20,84.9
1393843101921,66.20,84.9
1393843106938,66.20,84.8
1393843111930,66.20,84.9
1393843116929,66.20,84.9
1393843121930,66.20,84.9
1393843126929,66.20,84.8
1393843131966,66.20,84.9
1393843136938,66.20,84.8
1393843141940,66.38,85
1393843146965,66.20,84.8
1393843152035,66.20,84.8
1393843157007,66.38,85
1393843162023,66.20,84.8
1393843166978,66.20,84.8
1393843171959,66.20,84.8
1393843177026,66.20,84.8
1393843181988,66.38,85
1393843187038,66.20,84.8
1393843191948,66.38,85
1393843196962,66.38,85
1393843202081,66.20,84.8
1393843207034,66.20,84.8
1393843212079,66.38,85
1393843217151,66.20,84.8
1393843221961,66.20,84.8
1393843226966,66.38,85
1393843231969,66.38,85
1393843236968,66.38,84.9
1393843241983,66.38,85
1393843246970,66.38,84.9
1393843251970,66.38,85
1393843257045,66.38,85
1393843262000,66.38,85
1393843267050,66.38,84.9
1393843272083,66.38,84.9
1393843276969,66.38,84.9
1393843281980,66.38,84.9
1393843286982,66.38,84.9
1393843291981,66.38,85
1393843296978,66.38,84.9
1393843301981,66.38,84.9
1393843306989,66.38,84.9
1393843312010,66.38,84.9
1393843316989,66.38,84.9
1393843321987,66.38,84.9
1393843327012,66.38,84.9
1393843332032,66.38,84.9
1393843337025,66.38,85
1393843342051,66.38,84.9
1393843347076,66.38,84.9
1393843351989,66.38,84.9
1393843357021,66.38,84.9
1393843362009,66.38,84.9
1393843367010,66.38,84.9
1393843372036,66.38,84.9
1393843377039,66.38,84.9
1393843382022,66.38,84.9
1393843387037,66.38,84.9
1393843392055,66.38,84.9
1393843397041,66.38,84.9
1393843402047,66.38,84.9
1393843407052,66.38,84.9
1393843412050,66.38,84.9
1393843417047,66.38,84.9
1393843422098,66.38,84.9
1393843427058,66.38,84.9
1393843432107,66.38,84.9
1393843437056,66.38,84.9
1393843442060,66.38,84.9
1393843447065,66.38,84.9
1393843452040,66.38,84.9
1393843457056,66.38,84.9
1393843462090,66.38,84.9
1393843467089,66.38,84.9
1393843472133,66.38,84.9
1393843516746,66.38,84.9
1393843521059,66.38,84.9
1393843525968,66.38,84.9
1393843530919,66.38,84.9
1393843535967,66.38,84.9
1393843540921,66.38,84.9
1393843545917,66.38,84.9
1393843550970,66.38,84.9
1393843555920,66.38,84.9
1393843560953,66.38,84.9
1393843711067,66.38,84.9
1393843715730,66.38,85
1393843720689,66.38,85
1393844561008,66.38,85
1393844565214,66.38,85.1
1393844570137,66.74,85.2
1393844575078,66.74,85.2
1393844580110,66.74,85.2
1393844585158,66.74,85.2
1393844590110,66.74,85.2
1393844716549,66.74,85.2
1393844721191,66.74,85.2
1393844928035,66.74,85.2
1393845061340,66.74,85.1
1393845065709,66.74,85
1393845070705,66.74,85.1
1393845199732,66.74,85.1
1393845204240,66.74,85
1393845209208,66.74,85
1393845214220,66.74,85
1393845219210,66.74,85
1393845224231,66.92,85
1393845245835,66.92,85
1393845250492,66.92,85
1393845255459,66.92,85
1393845260468,66.92,85
1393850197784,66.92,85
1393850202034,66.92,80.7
1393850206910,68.18,81.1
1393850211961,68.18,81.1
1393850216908,68.18,81.1
1393850221907,68.18,81.1
1393850226952,68.18,81.1
1393850231924,68.18,81.1
1393850236966,68.18,81.1
1393850241943,68.18,81.1
1393850246928,68.18,81.1
1393850251922,68.18,81.1
1393850257001,68.18,81.1
1393850262008,68.18,81.1
1393850266986,68.18,81.1
1393850271953,68.18,81.1
1393850276967,68.18,81.1
1393850281962,68.18,81.1
1393850286963,68.18,81.1
1393850292006,68.18,81.1
1393850296962,68.18,81.1
1393850301980,68.18,81.1
1393850306941,68.18,81.1
1393850311940,68.18,81.1
1393850317022,68.18,81.1
1393850321985,68.18,81.1
1393850327008,68.18,81.1
1393850331976,68.36,81.1
1393850337021,68.18,81.1
1393850341984,68.18,81.1
1393850346982,68.18,81.1
1393850351992,68.18,81.1
1393850356999,68.36,81.1
1393850362014,68.18,81.1
1393850366961,68.18,81.1
1393850371977,68.18,81.1
1393850376959,68.18,81.2
1393850381967,68.36,81.1
1393850386994,68.18,81.1
1393850392043,68.36,81.1
1393850396998,68.36,81.1
1393850401991,68.36,81.1
1393850407016,68.36,81.1
1393850412000,68.36,81.1
1393850417048,68.36,81.1
1393850422009,68.36,81.2
1393850426978,68.36,81.1
1393850431998,68.36,81.2
1393850436979,68.36,81.1
1393850442000,68.36,81.2
1393850447005,68.36,81.2
1393850451991,68.36,81.2
1393850456993,68.36,81.2
1393850462063,68.36,81.2
1393850467031,68.36,81.2
1393850471991,68.36,81.2
1393850477001,68.36,81.2
1393850482008,68.36,81.2
1393850486991,68.36,81.2
1393850491990,68.36,81.2
1393850497009,68.36,81.2
1393850502008,68.36,81.2
1393850507008,68.36,81.2
1393850512034,68.36,81.2
1393850516992,68.36,81.2
1393850522014,68.36,81.2
1393850526997,68.36,81.2
1393850532011,68.36,81.2
1393850537001,68.36,81.2
1393850542009,68.36,81.2
1393850547009,68.36,81.2
1393850552045,68.36,81.2
1393850557000,68.36,81.2
1393850562009,68.36,81.2
1393850567024,68.36,81.2
1393850572028,68.54,81.3
1393850577003,68.36,81.2
1393850582042,68.36,81.2
1393850587020,68.36,81.2
1393850592017,68.36,81.2
1393850597038,68.36,81.2
1393850602036,68.54,81.3
1393850607043,68.36,81.2
1393850612040,68.54,81.3
1393850617047,68.54,81.3
1393850622057,68.36,81.2
1393850627051,68.54,81.3
1393850632048,68.54,81.3
1393850637105,68.54,81.3
1393850642031,68.54,81.3
1393850647039,68.54,81.3
1393850652044,68.54,81.3
1393850657039,68.54,81.3
1393850662045,68.54,81.3
1393850667037,68.54,81.3
1393850672051,68.54,81.3
1393850677037,68.54,81.3
1393850682070,68.54,81.3
1393850687051,68.54,81.3
1393850692051,68.54,81.3
1393850697042,68.54,81.3
1393850702052,68.54,81.3
1393850707067,68.54,81.3
1393850712109,68.54,81.3
1393850717072,68.54,81.3
1393850722041,68.54,81.3
1393850727074,68.54,81.3
1393850732060,68.54,81.3
1393850737059,68.54,81.3
1393850742077,68.54,81.3
1393850747134,68.54,81.3
1393850752103,68.54,81.3
1393850757088,68.54,81.3
1393850762086,68.54,81.3
1393850767157,68.54,81.3
1393850772070,68.54,81.3
1393850777067,68.54,81.4
1393850782069,68.54,81.4
1393850787082,68.54,81.3
1393850792112,68.54,81.3
1393850797082,68.54,81.3
1393850802132,68.54,81.3
1393850807109,68.54,81.3
1393850812078,68.54,81.4
1393850817092,68.54,81.4
1393850822089,68.54,81.3
1393850827099,68.54,81.3
1393850832094,68.54,81.3
1393850862134,68.54,81.4
1393850903169,68.54,81.3
1393850907770,68.54,81.4
1393850912780,68.54,81.4
1393850942799,68.54,81.4
1393850972798,68.54,81.4
1393851002818,68.54,81.4
1393851032850,68.54,81.4
1393851062860,68.54,81.4
1393851092881,68.54,81.5
