1392975252568,62.8,74.9
1392975302408,62.8,74.9
1392975454682,62.8,75.0
1392975504549,62.6,74.9
1392975654655,62.6,74.4
1392977555429,67.1,67.8
1392977705511,67.5,67.6
1392978455976,67.5,67.0
1392979586766,67.8,66.5
1392979736692,67.8,66.4
1392980036875,68.0,66.1
1392980186964,68.0,66.0
1392980337082,68.0,66.0
1392980487210,68.2,66.1
1392980637277,68.2,65.9
1392980787392,68.2,65.8
1392980937503,68.2,65.7
1392981087581,68.4,65.7
1392981237675,68.4,65.5
1392981387770,68.4,65.4
1392981537880,68.4,65.3
1392981838087,68.5,65.4
1392982138280,68.5,65.4
1392982288376,68.7,64.9
1392982588575,68.5,64.7
1392983038881,67.6,65.9
1392983188899,67.3,66.6
1392983338998,66.9,67.2
1392983489108,66.4,67.8
1392983639196,66.2,68.3
1392983789321,65.8,68.7
1392983939380,65.7,69.3
1392984239579,65.1,69.9
1392984389694,64.9,70.3
1392984689877,64.6,70.9
1392984839975,64.4,70.9
1392984990079,64.2,71.2
1392985140201,64.0,71.3
1392985290278,63.9,71.5
1392985440388,63.9,71.7
1392985590476,63.5,71.6
1392986040781,63.3,71.7
1392986190837,63.3,71.7
1392986791240,63.0,71.9
1392986941340,62.8,71.9
1392987091448,62.8,72.0
1392987241550,62.6,72.0
1392987541781,62.4,72.0
1392987691852,62.4,72.0
1392988142142,62.2,72.0
1392988292249,62.2,71.9
1392988442340,62.1,72.0
1392988592436,62.1,72.0
1392988742541,62.1,72.1
1392988892637,61.9,72.0
1392989042734,61.9,72.0
1392989192838,61.7,72.0
1392989342941,61.7,72.1
1392989943361,61.3,72.1
1392990093438,61.3,72.1
1392990243600,61.3,72.1
1392990393628,61.3,72.2
1392990543781,61.2,72.2
1392991294254,61.0,72.4
1392991444335,61.0,72.4
1392991594440,60.8,72.3
1392991744561,60.8,72.4
1392991894651,60.8,72.3
1392992044768,60.6,72.3
1392992194840,60.6,72.4
1392992344937,60.6,72.3
1392992645149,60.4,72.2
1392993095449,60.4,72.2
1392993545699,60.3,72.4
1392993845897,60.1,72.3
1392993996001,60.1,72.3
1392994146097,60.1,72.3
1392994296210,60.1,72.4
1392994446301,60.1,72.4
1392994596407,59.9,72.5
1392994746504,59.9,72.6
1392994896599,59.9,72.6
1392995046702,59.9,72.6
1392995196798,59.9,72.6
1392995346910,59.7,72.5
1392995497033,59.7,72.6
1392995647102,59.7,72.6
1392995797202,59.7,72.6
1392995947313,59.7,73.5
1392996097398,59.5,72.6
1392996397610,59.7,72.5
1392996547701,59.7,72.5
1392996697803,59.5,72.5
1392996847888,59.5,72.5
1392997148103,59.5,72.4
1392997298235,59.7,72.4
1392997448358,59.7,72.2
1392997598402,59.9,71.9
1392997748499,60.1,71.8
1392997898601,60.1,71.6
1392998048710,60.3,71.7
1392998198810,60.3,71.7
1392998348901,60.3,71.7
1392998499024,60.3,71.5
1392998649111,60.4,71.3
1392998799203,60.6,71.0
1392998949290,60.8,70.7
1392999099384,61.2,70.5
1392999399585,61.5,69.7
1392999549672,61.7,69.9
1392999699779,61.9,69.9
1392999849894,62.1,70.0
1392999999989,62.2,69.6
1393000150085,62.4,69.6
1393000450294,62.8,69.1
1393000600392,63.0,69.0
1393000900604,63.1,68.8
1393001050756,63.3,68.8
1393001200782,63.3,68.8
1393001350937,63.3,69.0
1393001651098,63.3,69.2
1393001951270,63.3,69.6
1393002101380,63.1,69.8
1393002251522,63.3,69.9
1393002401583,63.3,70.1
1393002551642,63.1,70.2
1393002851785,63.3,70.5
