1393749760482,73.04,72.7
1393750025783,73.04,72.7
1393750085415,73.04,72.7
1393750145493,73.04,72.7
1393750205524,73.04,72.7
1393750265559,73.04,72.7
1393750325631,73.04,72.7
1393750385639,73.04,73.6
1393750445675,73.04,73.3
1393750505731,73.22,73.2
1393750565770,73.22,73.3
1393750625824,73.04,72.8
1393750685871,73.04,72.7
1393750745910,73.04,72.7
1393750805975,73.04,72.7
1393750866011,73.04,72.7
1393750926071,73.04,72.7
1393750986093,73.04,72.7
1393751046133,73.04,72.7
1393751106173,73.04,72.7
1393751166212,73.04,72.7
1393751226263,73.04,72.7
1393751286313,72.86,72.7
1393751346372,72.86,72.7
1393751406393,72.86,72.7
1393751466442,72.86,72.7
1393751526473,72.86,72.7
1393751586512,72.68,72.5
1393751646568,72.68,72.3
1393751706603,72.68,72.3
1393751766648,72.68,72.2
1393751826734,72.68,72.2
1393751886762,72.68,72.3
1393751946802,72.68,72.2
1393752006861,72.68,72.2
1393752066913,72.68,72.1
1393752126943,72.68,72.1
1393752186980,72.68,72
1393752247050,72.68,71.9
1393752307090,72.68,71.8
1393752367130,72.68,71.9
1393752427175,72.50,72.1
1393752487222,72.32,72.5
1393752547274,72.14,72.5
1393752607315,71.96,72.4
1393752667355,71.78,72.4
1393752727391,71.60,72.5
1393752787431,71.60,72.9
1393752847474,71.24,73.1
1393752907514,71.24,73.4
1393752967545,71.06,73.6
1393753027583,70.88,73.7
1393753087621,70.70,73.9
1393753147682,70.70,74.1
1393753207722,70.70,74.2
1393753267790,70.52,74.3
1393753327851,70.52,74.4
1393753387871,70.34,74.6
1393753447912,70.34,74.7
1393753507971,70.34,74.8
1393753567989,70.16,74.8
1393753628051,69.98,75
1393753688083,69.98,75.1
1393753748130,69.98,75.2
1393753808181,69.98,75.2
1393753868228,69.98,75.4
1393753928282,69.98,75.4
1393753988333,69.80,75.3
1393754048356,69.80,75.4
1393754108413,69.80,75.5
1393754168524,69.80,75.5
1393754228512,69.80,75.6
1393754288552,69.62,75.6
1393754348616,69.62,75.7
1393754408685,69.62,75.7
1393754468698,69.44,75.6
1393754528734,69.44,75.6
1393754588755,69.44,75.7
1393754888926,69.44,75.7
1393755188954,69.44,75.8
1393755489053,69.26,76
1393755789180,69.08,76.1
1393756089235,68.90,76.2
1393756389332,68.90,76.3
1393756689370,68.72,76.2
1393756989468,68.72,76.3
1393757289583,68.54,76.2
1393757589673,68.54,76.3
1393757889772,68.36,76.1
1393758189894,68.18,76.2
1393758489973,68.18,76.2
1393758790073,68.18,76.2
1393759090171,68.00,76.2
1393759390262,68.00,76.2
1393759690371,68.00,75.5
1393759990474,67.82,75.2
1393760290576,67.64,74.8
1393760590672,67.64,74.4
1393760890773,67.64,74
1393761190872,67.64,73.8
1393761490994,67.46,74.1
1393761791074,67.28,74.2
1393762091174,67.28,74.4
1393762391292,67.10,74.4
1393762691374,67.10,74.5
1393762991473,66.92,74.3
03-02 04:26:16,66.74,74.1
03-02 04:31:16,66.74,75.6
03-02 04:36:16,66.74,74.9
03-02 04:41:16,67.46,72.5
03-02 04:46:17,67.82,72.4
