Date, LiquidTemp, TempOut, TempIn
1392119596834,65.75,65.48,65.5
1392119746946,65.75,65.48,65.5
1392119897042,65.64,65.48,65.3
1392120047132,65.53,65.30,65.3
1392120197232,65.53,65.30,65.3
1392120347332,65.53,65.30,65.1
1392120497422,65.41,65.30,65.1
1392120647542,65.41,65.12,65.1
1392120797624,65.30,65.12,65.1
1392120947725,65.41,64.94,65.1
1392121247912,65.30,64.94,64.9
1392121398024,65.19,64.94,64.9
1392121548102,65.19,64.94,64.9
1392121698202,65.08,64.94,64.9
1392122148501,65.08,64.76,64.8
1392122298572,64.96,64.76,64.6
1392122448662,64.96,64.58,64.6
1392122748885,64.85,64.58,64.6
1392122898965,64.85,64.58,64.6
1392123049065,64.74,64.58,64.6
1392123199152,64.74,64.58,64.4
1392123349264,64.74,64.40,64.4
1392123499362,64.63,64.40,64.4
1392123649462,64.63,64.40,64.4
1392124099765,64.51,64.22,64.2
1392124249855,64.51,64.22,64.2
1392124399962,64.51,64.22,64.2
1392124550062,64.40,64.22,64.0
1392125000354,64.29,64.04,64.0
1392125450665,64.18,64.04,63.9
1392125600763,64.18,64.04,63.9
1392125750865,64.18,63.86,63.9
1392125900963,64.18,63.86,63.9
1392126201183,64.06,63.68,63.7
1392126501354,64.06,63.68,63.7
1392126801486,63.95,63.68,63.7
1392126951592,63.84,63.68,63.7
1392127251782,63.84,63.68,63.5
1392127401872,63.84,63.68,63.5
1392127702072,63.84,63.50,63.5
1392127852172,63.73,63.50,63.5
1392128002282,63.73,63.50,63.5
1392128302386,63.73,63.50,63.5
1392128602575,63.61,63.50,63.3
1392129052891,63.50,63.32,63.3
1392129202982,63.50,63.32,63.1
1392129653281,63.50,63.14,63.1
1392130103572,63.39,63.14,63.1
1392130403772,63.28,63.14,63.1
1392130553875,63.28,62.96,63.0
1392130703984,63.28,62.96,63.0
1392130854075,63.28,62.96,63.0
1392131154282,63.16,62.96,63.0
1392131304384,63.16,62.78,63.0
1392131454482,63.16,62.78,63.0
1392131604574,63.16,62.78,63.0
1392131754692,63.16,62.78,62.8
1392132054874,63.05,62.78,62.8
1392132204985,63.05,62.78,62.8
1392132505161,63.05,62.78,62.8
1392132655265,63.05,62.78,62.8
1392132955482,62.94,62.78,62.8
1392133105561,62.94,62.60,62.6
1392133255664,62.94,62.60,62.6
1392133405765,62.83,62.60,62.6
1392133555864,62.94,62.60,62.6
1392133705965,62.83,62.60,62.6
1392133856061,62.83,62.60,62.6
1392134006152,62.83,62.60,62.4
1392134156254,62.71,62.60,62.4
1392134456435,62.71,62.60,62.4
1392134606531,62.71,62.60,62.4
1392134906732,62.71,62.42,62.4
1392135056834,62.60,62.42,62.4
1392135206945,62.60,62.42,62.2
1392135357044,62.60,62.24,62.2
1392135657242,62.60,62.24,62.2
1392135957445,62.60,62.24,62.2
1392136107541,62.60,62.24,62.4
1392136257644,62.49,62.24,62.2
1392136407732,62.60,62.24,62.2
1392136557832,62.49,62.24,62.2
1392136707925,62.49,62.24,62.2
1392136858025,62.49,62.24,62.2
1392137458414,62.49,62.24,62.2
1392137758625,62.49,62.24,62.2
1392137908712,62.49,62.06,62.2
1392138058824,62.49,62.24,62.1
1392138208922,62.49,62.24,62.2
1392138359016,62.49,62.24,62.2
1392138509124,62.49,62.24,62.1
1392139109505,62.49,62.24,62.2
1392139259582,62.49,62.24,62.2
1392139409685,62.49,62.24,62.2
1392139559784,62.49,62.24,62.2
1392139709865,62.49,62.24,62.2
1392139859972,62.49,62.24,62.2
1392140010065,62.49,62.24,62.2
1392140160165,62.49,62.24,62.2
1392140310265,62.60,62.24,62.2
1392140760541,62.60,62.24,62.2
1392140910642,62.49,62.24,62.2
1392141060761,62.60,62.24,62.2
1392141210845,62.49,62.24,62.2
1392141360935,62.60,62.24,62.2
1392141511041,62.60,62.24,62.2
1392141661142,62.49,62.24,62.2
1392141811264,62.60,62.24,62.2
1392142111481,62.60,62.24,62.2
1392142261541,62.60,62.24,62.2
1392142411642,62.60,62.24,62.2
1392142561741,62.60,62.42,62.2
1392142711842,62.71,62.42,62.2
1392142861925,62.71,62.24,62.4
1392143012041,62.71,62.42,62.4
1392143162141,62.71,62.42,62.4
1392143312205,62.83,62.42,62.4
1392143612405,62.83,62.60,62.4
1392143762505,62.83,62.60,62.4
1392143912594,62.94,62.60,62.6
1392144062702,62.83,62.60,62.6
1392144212804,62.83,62.60,62.6
1392144362902,62.83,62.60,62.6
1392144513005,62.83,62.60,62.6
1392145113402,62.94,62.60,62.6
1392145563702,62.94,62.78,62.8
1392145713803,62.94,62.78,62.6
1392146164105,62.94,62.78,62.8
1392146464305,63.05,62.60,62.8
1392146614402,63.05,62.78,62.8
1392147214801,63.16,62.78,63.0
1392147965292,63.28,62.78,63.0
1392148115401,63.28,62.96,63.0
1392148415594,63.28,62.96,63.0
1392148715801,63.28,63.14,63.1
1392149016002,63.28,63.14,63.1
1392149466305,63.39,63.14,63.1
1392149616395,63.39,63.14,63.1
1392149766505,63.39,63.14,63.1
1392150066702,63.39,63.14,63.1
1392150216827,63.39,63.14,63.1
1392150366904,63.50,63.14,63.3
1392150967302,63.50,63.32,63.3
1392151267503,63.61,63.14,63.3
1392151417595,63.61,63.32,63.3
1392151717814,63.73,63.32,63.5
1392151867905,63.73,63.32,63.5
1392152168094,63.73,63.50,63.5
1392152468321,63.84,63.50,63.5
1392152618412,63.84,63.50,63.5
1392152768462,63.84,63.50,63.5
1392152918564,63.84,63.50,63.7
1392153819185,63.84,63.50,63.7
1392154119362,63.84,63.50,63.7
1392154419561,63.84,63.50,63.5
1392154719763,63.84,63.50,63.7
1392155019962,63.84,63.50,63.5
1392155620365,63.73,63.50,63.5
1392155770464,63.73,63.50,63.5
1392155920562,63.73,63.50,63.5
1392156821161,63.61,63.50,63.3
1392156971265,63.61,63.32,63.3
1392157121383,63.61,63.32,63.3
1392157271462,63.61,63.32,63.3
1392157421564,63.50,63.32,63.1
1392157571664,63.61,63.32,63.1
1392157871863,63.50,63.14,63.3
1392158021964,63.50,63.14,63.3
1392158172085,63.50,63.14,63.3
1392158322165,63.39,63.14,63.1
1392158922562,63.61,63.32,63.3
1392159072664,63.61,63.32,63.3
1392159222764,63.50,63.32,63.1
1392159673054,63.50,63.14,63.1
1392159823172,63.50,63.14,63.1
1392159973283,63.50,63.14,63.1
1392160423565,63.39,63.14,63.1
1392160573661,63.39,63.14,63.1
1392160873784,63.39,63.14,63.1
1392161023875,63.28,63.14,63.0
1392161173981,63.28,63.14,63.0
1392161474185,63.28,62.96,63.0
1392161624284,63.16,62.96,63.0
1392162224674,63.16,62.78,62.8
1392162524885,63.05,62.78,62.8
1392162674981,63.05,62.78,62.8
1392162825096,63.05,62.78,62.8
1392162975185,63.05,62.78,62.8
1392163275294,63.05,62.78,62.8
1392163425382,63.05,62.78,62.6
1392163575532,62.94,62.60,62.6
1392164025725,62.94,62.60,62.6
1392164175822,62.83,62.60,62.6
1392165127697,62.83,62.60,62.4
1392165247759,62.83,62.60,62.4
1392165367868,62.83,62.42,62.4
1392165427916,62.83,62.60,62.4
1392165487966,62.71,62.60,62.4
1392165548029,62.71,62.60,62.4
1392165608099,62.71,62.42,62.4
1392165668139,62.71,62.42,62.4
1392165728147,62.71,62.42,62.4
1392165908300,62.71,62.42,62.4
1392165968336,62.71,62.42,62.4
1392166028409,62.71,62.42,62.2
1392166088436,62.60,62.24,62.2
1392166148479,62.60,62.24,62.2
1392166208526,62.60,62.24,62.2
1392166328629,62.60,62.24,62.2
1392166448678,62.60,62.24,62.2
1392166508731,62.60,62.24,62.2
1392166568759,62.60,62.24,62.2
1392166688826,62.60,62.24,62.2
